Query File,Target File
Donovan__Mellow Yellow.1,7__7dee1d097522105e93be95c2fb246953
Donovan__Sunshine Superman,6__673226eb789bb4f851a8317a23b3fbd7
Donovan__Mellow Yellow,7__7c9508f0f6c0bf2542a646d2a8418dae
The Commitments__Mustang Sally,a__a93b25bbba9fefd3bd2725cc6bd0cee1
Animotion__Obsession,e__e37b1ff1bab9926f723fe143bd64c586
U.S.A. for Africa__We Are the World.3,1__144edf77b3a512b4969a4773925e0251
U.S.A. for Africa__We Are the World,c__c250ff3a8bda9209f3e0f2f5f773a916
U.S.A. for Africa__We Are the World.2,8__8b6d0e712410a7c60cafe0ba46e6f3e8
U.S.A. for Africa__We Are the World.1,a__a143d8dccb85562435256407c8d15dff
C.J. Lewis__Sweets for My Sweet,d__d25a248d1a75ee91bd4b381780596a4a
Al Jarreau__Roof Garden.1,e__e7dbbc237c0bfb48b8559b1909a454b5
Al Jarreau__We're in This Love Together,5__59cc7812719a70ea9901ec81f296de2d
Al Jarreau__Moonlighting (Theme).1,2__2721dae1a69e62049f19928bc0f67bd5
Al Jarreau__Moonlighting (Theme),8__8130f2ea970395975c8af85056ac1468
Al Jarreau__Roof Garden,a__afb7cc3625027b212f0a22cb4a85f203
Al Jarreau__Mornin',d__d9dc601bcde13460ca40a869f7601e0e
Al Jarreau__Roof Garden.2,d__d8ef02dff10e76445630a495f352305f
Kristina Bach__Caballero - Caballero.1,e__e2093ea768e69a8e45f5cdc10b1da266
Kristina Bach__Tango mit Fernando.1,2__2d6c125bd5511e765fc60b4cf070fd59
Kristina Bach__Tango mit Fernando,6__66d9525a1a0119f4ffa5c3553d97687c
Kristina Bach__Caballero - Caballero,4__44bd7b34573ef220449d92c108311876
Kristina Bach__Erst ein Cappucino.1,9__95bd6d529fcb4bdfe47c6c5936e2e81f
Kristina Bach__Erst ein Cappucino,1__199920446db7a0dc11fdc3cfc5c6e1ff
Kristina Bach__Und die Erde steht still,e__ed835ee87074aa385626aa92821c1cd2
Corry Konings__Ik wil altijd bij je zijn (feat. Koos Alberts),b__b02804188ee2280649883740766e8672
Corry Konings__Mooi was die tijd,e__e7875fe9a83780787ea7beef8446ef30
Corry Konings__'n Wonder,3__329916625819305aae3e04d9cea7e6b2
Cliff Richard__Summer Holiday,1__1fce39be80536e80592d9575b08319a8
Cliff Richard__We Don't Talk Anymore,c__c0b602445a94b031bbad10eb9d4f0fbc
Cliff Richard__Daddy's Home,d__d09129e84d91c952f09c507e9b8bd35e
Cliff Richard__Millenium Prayer,9__99997bfa5b5dfa9202a027c2ecd97d3a
Cliff Richard__Lucky Lips,3__30ba8187fa8ba5e14babf890171f142e
Cliff Richard__Devil Woman,0__0d01cdb00d1ebd2140f1a90c0e9b1f71
Cliff Richard__We Don't Talk Anymore.2,6__6a50e8cb6472d46fb8d5fb009bdca981
Cliff Richard__Some People,8__8ec869d8aa0067527fd0d2d649d49d68
Cliff Richard__We Don't Talk Anymore.1,d__d3ad256c0a99bdb921655cf778278302
Peter de Koning__Het Is Altijd Lente in de Ogen Van de Tandartsassistente,0__083859108d8b188ba4ae73bf573b8d7c
Tiffany__I Thing We're Alone Now,e__e435e81172f03795836aa72d3482cb24
Scritti Politti__Perfect Way,2__2f64e8d26d3d301fd4cae8bbaac1dcd1
The Searchers__Sweet for My Sweet,f__f1038664b438c7b9605bbd75c335c2a0
The Searchers__Love Potion No. 9,0__05d2e97445eb6dd11850757c863190ab
The Searchers__Needles and Pins,3__3c4488aa5219090b1002a11ad84f45e5
Rea__'Disco' la Passione,8__89aaa3d378321b9096626c9dfb9b9f5f
Luther Vandross__Give Me The Reason,1__1630831c6b8a18b5051324f32197d541
Luther Vandross__Endless Love,0__0bb69ffde7963b155970334aaba8aedb
Luther Vandross__Power of Love   Love Power,5__52da86213225af32c5e5bca60dbcfbbd
Luther Vandross__'Till My Baby Comes Home,0__0bfcc54723b51669e2a1ca65fdb55a3d
Luther Vandross__Never Too Much,c__c58307dd13b72b0c7c669a57ac24388f
Bonnie Tyler__It's A Heartache.2,0__02ec44c36d006594e24e35c6cd6c5c67
Bonnie Tyler__It's A Heartache,2__2a94b4b3ccabd00f89854f26a6834317
Bonnie Tyler__Total Eclipse of My Heart.1,e__e58d81d778049293c06a7ef12135582e
Bonnie Tyler__Holding Out for a Hero.1,f__fc2bce18f760ff175054b23757a0e772
Bonnie Tyler__Holding Out for a Hero.2,c__c90e67aa996294bf0482d426e2be1f89
Bonnie Tyler__It's A Heartache.3,c__cd8977e11d7e32921b1f66c37829f48b
Bonnie Tyler__Holding Out for a Hero,2__297f9b0c423455d524e3a1f9b83b2b4b
Bonnie Tyler__Total Eclipse of My Heart.3,0__005eeecfbb412491afbad5cb6dfaccec
Bonnie Tyler__It's A Heartache.1,c__c38c1373d68958549900bdf4a1234f30
Bonnie Tyler__Lost In France,1__12564323228f36182c7e59db24ea5fb8
Bonnie Tyler__Total Eclipse of My Heart,6__65273c8b342f2d72a615a016fb79cddf
Bonnie Tyler__Faster Than the Speed of Night,b__bce8015aab4b62fa181717f2ede0959a
Bonnie Tyler__Total Eclipse of My Heart.2,b__b2476f6f26547300bcbdce195f20893a
Carnes Kim__Bette Davis Eyes,a__aa664f0a9075fddcee8a035b4d639783
"Wolfgang Amadeus Mozart__Serenade D-Dur KV 250 (248b) ""Haffner-Serenade"" - 2. Andante",3__3d7b4ca7b8d1a288379410950b3db09e
Wolfgang Amadeus Mozart__Eine kleine Nachtmusik.1,a__ae0497fd3c9e2e57ebc4261aaa876229
Wolfgang Amadeus Mozart__Eine kleine Nachtmusik,9__91a48b9dcfe473335e7470365c058ffc
"Wolfgang Amadeus Mozart__Serenade D-Dur KV 250 (248b) ""Haffner-Serenade"" - 1. Allegro maestoso - Allegro molto",3__37a72800aa3886e909f5fd018475e913
Toto__Georgy Porgy.1,d__dc1854c1b6882f0646a2609287a76fa2
Toto__Georgy Porgy.2,b__b28e685651c7a1a177059ea46ec0aa88
Toto__Pamela,f__f0229ba9cd592f83c854c21acebae347
Toto__Africa.7,b__beb87425900a9d6c57fedc553d3ade4d
Toto__I'll Be Over You,4__4dd21e23c659db2f0ec00f7b08b3395f
Toto__Rosanna.3,0__06f5e00f8032669c2b740d0454a9392b
Toto__Hold The Line.1,e__e099c96e0ab32ea93251653376ba2b80
Toto__I'll Be Over You.1,5__5236ca0a82fadffb25c35310a8b7802c
Toto__A Secret Love,6__637c4615e24f25ed522dce5370f4bd1f
Toto__Hold The Line.2,7__743e65d65099744d66bebfc8364793ef
Toto__Stop Loving You.1,7__7d0f16872ef544a61855fbf6630a1422
Toto__Africa,6__64fbbe478b9b47a3f36959d5ca4f5e9f
Toto__Africa.5,b__b7ed7f8ced3e2cfd6eacc785d1d9c529
Toto__A Thousand Years,7__7a309ca954edd8bb2680e99375b719e1
Toto__Hold The Line,a__af360e3de4ebf1fd86a3c73d6ee5d840
Toto__Rosanna.1,3__3a30770097ba8df4861c70407fda44cf
Toto__Make Believe,0__018e4be94bafe110150ca6b037db917f
Toto__Rosanna.5,7__7eacbd133ddfcdbd087dea040cfa612c
Toto__Rosanna.4,3__3973e50ed7bce8a4c97ef13d31796461
Toto__Georgy Porgy,4__43faa72f53edf9bb5e63eaaf62e7dd3e
Toto__Africa.2,e__eefe018d8b2f82664762ac68c5cacbdb
Toto__Stop Loving You,e__eac8334ff1f21f073d503d40cf714eb8
Toto__Africa.3,3__3e1c9dd9146041bd640ca28b49aec1a2
Toto__Africa.6,d__d9f6173bbb580b5247119ae8484da0b1
Toto__Rosanna.2,8__852acdc353f6e6e337c86807f2cbee44
Toto__Pamela.1,5__5d9c4398c11ec72ee4656009ee1a340b
Toto__I Will Remember,8__82190ab17b3a8e78e6c735266c74d198
Toto__I Won't Hold You Back,c__cd3bedc06556962bed688302368d4e77
Toto__Somewhere Tonight,0__07c00711e579105c6fc0b77c786f6f46
Toto__Rosanna,8__84d25ad485723a3abaf7c484d570e4bb
Toto__Africa.1,1__1f86e134fb1aee8b30bedf68325daca5
Toto__Africa.4,0__0848c944774aa9ef6afe794e46ea615c
Toto__Somewhere Tonight.1,a__a77589e7aeb247014760b6a71cae3ec3
Toto__Don't Chain My Heart,6__650dd559607a74012e73824866caae0b
The Youngbloods__Get Together,9__9b68475b1b1342c87e93fea4659b0587
Johnny & The Hurricanes__Red River Rock.1,a__ac82cd1f5415e511449d2ca3c9e8e9ac
Johnny & The Hurricanes__Red River Rock,e__e575da70a1f0ea106bd9839e8340f84b
Johnny & The Hurricanes__Reveille Rock,b__b6282b0e1801e1f971b33ec193299bdf
Crests__Sixteen Candles,d__d263080ddd3ebdbfee2ac720b1cf8fdf
Gabber Piet__Hakke & zage,4__4361a35e58f79f2d088ddaea8776b8f3
Def Leppard__Two Steps Behind.1,9__9503e900869c6ad10e31b898b578afe0
Def Leppard__When Love and Hate Collide,f__f06251373c71541ff02a7bf6375b4d88
Def Leppard__Animal,9__94893b79a6774d1a123f2726c92b4788
Def Leppard__Photograph.1,f__fc7f86b75e16bece9d9dff48d246ce2f
Def Leppard__Hysteria.1,d__d7a4fb6bc000894cdeb652ced7c87b33
Def Leppard__Two Steps Behind,3__3ef73ef59dcdf60dcd5efe2fdb0bcec7
Def Leppard__Armageddon It.1,7__7dce3573fbd3f666398d69dee3908370
Def Leppard__Hysteria.2,0__036f08ba348a01ce2b20d3a9c242b141
Def Leppard__Armageddon It,2__2f25d1b70d742a7d3719c39953ee7672
Def Leppard__Love Bites.2,5__5e4f691ce4244447c165a58c86bf6874
Def Leppard__Blood Runs Cold,4__4da38c74f59c09c5452dc27e4b178193
Def Leppard__Love Bites.3,3__311027363d1a7c8506ed0daf27754734
Def Leppard__Armageddon It.2,9__9dd469e41f2ef572c521818474ba3cb7
Def Leppard__Miss You in a Heartbeat,b__bd755d650c2bd82fc98017204e080f97
Def Leppard__Photograph,2__2a985bde1e974623f23d6e3556186ba5
Def Leppard__Love Bites.4,0__063ef4cae47a056d9c1f567c637bc37b
Def Leppard__Hysteria,e__efc53cb05dd4729eb5bd02951e7fa0c9
Def Leppard__All I Want Is Everything,1__1b8611c230d070f9e6fbb1c956598133
Def Leppard__Love Bites,c__cd84aff319c2645be6a8b44b4af5cd95
Def Leppard__Love and Affection,5__5dc3b6476ae80a18f5915a840daa23b4
Def Leppard__Heaven Is,8__81e1f74f9856cab2c503c2c661921beb
Def Leppard__Love Bites.1,4__4e3ddc13272cd08834e409a640d49d4c
Def Leppard__Women,6__6c8e7bb04d6dfe023e8b377c7731a057
Crow Sheryl__Home,1__16663a6e3cbed0d82c42e853808603d5
Crow Sheryl__Run Baby Run,c__cf5d0c436fa7b72a5f3ef7ffd9cce416
Crow Sheryl__Strong Enough.1,a__a29d02bf34be7a4e47fe13c9f6226f57
Crow Sheryl__My Favorite Mistake.1,a__aafabf571edad675d31ebcdabf94028f
Crow Sheryl__A Change Would Do You Good,3__34b3a6391a5990497da5560829d97af4
Crow Sheryl__All I Wanna Do.1,e__eb068e296fa4f3efa94a0711259591f8
Crow Sheryl__All I Wanna Do.4,9__991b3adf067fc5f0c94c5edff7230e75
Crow Sheryl__Everyday Is a Winding Road,d__d05c61990196b751124152862345c3cc
Crow Sheryl__Strong Enough,e__e1e1f6509d4e7534727f489278bc66b3
Crow Sheryl__Tomorrow Never Dies,5__5a607986faef1046fbe3882e55177707
Crow Sheryl__My Favorite Mistake,0__03aa56e553010c5bcb0bae83adf36b71
Crow Sheryl__All I Wanna Do.3,c__c2f16c193a49390616345a1469176e04
Crow Sheryl__All I Wanna Do,5__5991fc6e4b17344cbbd6713d0c1d9822
Crow Sheryl__All I Wanna Do.2,0__0c4f837386747312f9967a8cedf41b37
Crow Sheryl__If It Makes You Happy,4__48aa32965a20379c1cfa1fcb43496a49
Johnny Horton__The Battle of New Orleans,b__b08c5af33574f518e10b810d22d759c0
Romina Power Al Bano__Felicita.1,e__eb14a2bdd7a8428e14dbe734340fa7f1
Romina Power Al Bano__Sha-e-o,1__1f51832b6cc13a0cb97c853d877cc28e
"Romina Power Al Bano__Domani, domani",f__fd020b42ff7010714704be6861598aad
Romina Power Al Bano__Felicita,c__c53ca0c79b9fb3c522b8945e0b2f21bb
Romina Power Al Bano__Sempre sempre.1,b__bb009f02bfa9be087bc266e81312831d
Romina Power Al Bano__Sha-e-o.1,8__8125a6757795ffcdc68e3298b833c9c4
Romina Power Al Bano__Sempre sempre,a__a07232bb8fc3114f7f3811bc0497b1f4
Carra__Tanti auguri,c__c8e335b56c2bf3050df4180b5948afcc
Spirit__I Got A Line On You,b__bdbb19f8c4ecfb2b4425cf7c67cf0b8b
a-ha__Take On Me.4,6__60817721d0f6c9f477b35c05504f5e92
a-ha__Take On Me.5,7__7c829ca25b72d685a581762142d9e0cf
a-ha__The Sun Always Shines on TV,7__7cac36a09cc999fe7c7ed93b2ce7308e
a-ha__The Living Daylights.1,f__f98cea1d4ad126e2b27eea6c5f42de6a
a-ha__Take On Me.2,7__7fa76c88496212372227b7602e596310
a-ha__Take On Me.3,7__7edc132d20d0b48915bbfc6a16410551
a-ha__The Living Daylights,8__8ea727676458d351372129ef31e20300
a-ha__Hunting High and Low,c__c1fcf4bccfb5f0f360c3a1e1fca3e2e7
a-ha__Take On Me,c__cc36765728b6c385d6ec425392862da8
a-ha__Take On Me.6,5__5f018d77750eb783fcf7554d3aae114e
a-ha__Take On Me.1,d__d16dd2b9f563c50ce0f10154163a044f
Curtis Stigers__You're All That Matters to Me,d__d0251826b576db0d4a185f938bd5a64b
Curtis Stigers__I Wonder Why,e__eaff2937e58b3ca26dd68f66a498c76b
Crusaders__Streetlife.1,f__fe798327caa71ca5d87c4a09d78c53ce
Crusaders__Streetlife,e__e53fe4f8e40adfd85f92500901796dd0
Jody Watley__Some Kind Of Lover,b__bc708214e8455726152c725f53b76c37
Jody Watley__Real Love,1__11656b82a3f6daa7c18bddff3370b197
Demis Roussos__Forever and Ever,1__195d3b68f104268f529aafeaff340b5b
Demis Roussos__Goodbye My Love Goodbye,b__b0628001de3d766a0d2fca0ec9cc055a
John Lee Hooker__Boom Boom Boom,3__3bc95221d70c6085e80113e765a5cf86
Baltimora__Tarzan Boy,1__1d04f89428da1d3fa2ce3012556e9490
Jackie Wilson__(Your Love Keeps Lifting Me) Higher & Higher,6__67477f912f83727679f00852f89530ee
Raffaella Carra__A far l'amore,1__1095c129e5017c8113b6ff224ca2436c
Zhi-Vago__Celebrate (The Love),3__394c6f19a90d317a52c1e475362ecbb5
"10,000 Maniacs__A Campfire Song",1__104dfd8625039d094dccdafe88a566b5
Kiss__Spit.1,2__2818982461a922fe283a59703090639f
Kiss__Shock Me.1,e__ef76eb4e81ca5b4673fa5cbbc3cc4791
Kiss__Strutter,6__670ed9ec3f26dc3a001dab697f543713
Kiss__Plaster Caster.1,c__c98052c5678596500ce50bac325ce13a
Kiss__Rock and Roll All Nite,f__f3d9a2a0f3775884a6221c59ceb2c897
Kiss__Rock and Roll All Nite.1,2__221fee97d8075c31814affb58bd2ed29
Kiss__Mr. Speed,e__ec51200c4a36014d1d9830c64227c033
Kiss__(You Make Me) Rock Hard,4__4d68a5ffef855b1a4eecfb033b47f286
Kiss__Got to Choose,a__a6e6872f0401deb5668158382b6fdb51
Kiss__You Love Me to Hate You,c__cc1da5e44e49f85cf23f06075cce2b03
Kiss__I Want You,d__de8b3231c7be07fff4b536308822d721
Kiss__Firehouse,a__abdc9e973b863edf275eb7b6591ba1ad
Kiss__Save Your Love,7__7b6fe2e7b5e45870effa53841405c49f
Kiss__Rock 'n Roll All Night,4__4a22c4b23df3534376e50bd50a9248e1
Kiss__Who Wants to Be Lonely,7__7a634d0569279504b693b5c1ce52937f
Kiss__She,1__19d14888fa14a6beb8a370596bcaf196
Kiss__Calling Dr. Love,3__376cc05ba734c49b94417cf833a6e29d
Kiss__Spit,9__971a8a1eb082cc632f3cd2f91cae31e2
Kiss__God of Thunder,8__8df2cd1e8935456756370ce573ee469c
Kiss__Sure Know Something,1__194f7d4af1ce0cc55c7e9ee436ae0d78
Kiss__Shout It Out Loud.1,5__5b33100025d82a57b3a23ed8dd1e7d9b
Kiss__Black Diamond,b__b018235da7244376d490848c0de68c5b
Kiss__A Million to One,2__2e1590070050aa5dab3fbd77bddb1f07
Kiss__Plaster Caster,7__76fea812d439a3371ea05e2a34ec25a1
Kiss__A World Without Heroes,2__2e9d89f1c18637c55ba2f83222c4749c
Kiss__Christine Sixteen,a__ae1a16b3a616a40f7ad1ad321c3a7627
Kiss__Shock Me,e__e51df89e5a71398de06cca679057f65b
Kiss__War Machine,1__19f8f3b9b34275bbe81b4511f0af21d8
Kiss__Take Me,a__a3b2ff6a48dc376fd78fc8cbfbe145d0
Kiss__I Was Made for Loving You Baby,2__286873e2e2acb15bc437d69e47c85d97
Kiss__Beth.1,e__edbdd281df85d5141048ce0c06e15c09
Kiss__Shout It Out Loud,7__7c80a56e73ed46a0d60cd2eb069983c9
Kiss__Save Your Love.2,f__f8893ed5889c9dca4ad113c1ef945a47
Kiss__Love Gun,5__58d9af52516409e58c5b01ac55b5ffe7
Kiss__Talk to Me,4__416279c140c502f6322df3650ba58256
Kiss__Outta This World,4__4a04f3ac5dcb31898727107fdc2f5b7e
Kiss__I've Had Enough (Into the Fire),8__86a398c8beca27c764c1a8284178c967
Kiss__Save Your Love.1,2__253f1446436c14be23cc8af911beaa72
Kiss__I Was Made for Lovin' You,3__3427d9ce3a37019ebf34bbd9e8a3d3c9
Kiss__Under the Rose,c__c363102f97d87c7deed4b3979ff6e737
Kiss__Deuce,c__c35cf1980886091c9829d8af46ea7b45
Kiss__Detroit Rock City,b__ba520452cc090d5bc26098744a4f75cd
Kiss__Strange Ways,a__a69158406be9c4dfcac9a73a1e329fbf
Kiss__Detroit Rock City.1,f__fb9d849ad819fb0389c1c8989325ff0f
Kiss__Tears Are Falling,8__82a5173c74fda73fbc8c5d179e8ee4c0
Kiss__Turn on the Night,6__6b1099b03ac13eb5f4c38033e4a285cc
"Kiss__2,000 Man",d__d9fe03d48e81d90720788b5c79bd6226
Kiss__Hard Luck Woman,3__38b957566ba1c70dd5c2c6e3c31768bb
Kiss__Beth,e__e61f7e94c41988f1ef188e7f713f052c
King Ben E__Stand By Me,8__8f15172585d495ddba7bd3600eca332d
Lloyd James__Keep on Smiling.1,d__d6e786ea5f3e2efd8231d2e64a77fc0d
Lloyd James__Keep on Smiling,f__f959aaa1346f3758c48b301be7330d72
Vertical Horizon__We Are,9__919d5d6fdb97ff76175d8aca916a6501
Vertical Horizon__Everything You Want,a__a78f0fde630a265c342f11749e12fec6
Dennie Christian__Besame Mucho,9__94c6b2d109b505fd1a248ea54d35f2d3
Jimmy James__I'll Go Where Your Music Takes Me,1__1f466655cbfdc76c05e5edc7c972f228
Jimmy James__I'll Go Where Your Music Takes Me.1,6__647bbfb072e6299f8e9667fd2df3f4f9
The Hollies__Bus Stop,8__8088314afe52307ab2dba80cb0bc45f1
The Hollies__I'm Alive,a__a7f0c1fb912bda106e06446b98195f6a
The Hollies__Pay You Back With Interest.1,1__10d33d75693454e8479de0f966f6a8f9
The Hollies__King Midas in Reverse.1,a__aab506e199018d95b52707eda75e5333
The Hollies__Mighty Quinn,a__ae85f533c42fd862956a45b55632063a
"The Hollies__He Ain't Heavy, He's My Brother.1",6__6e923af0fb8cc548468a5913dc1c3f7e
The Hollies__Blowing in the Wind.1,c__c3a1415b4822fe521c3e32c146cfd9b1
The Hollies__The Air That I Breathe.1,e__e7557ef86367ba6ca8bf33f9b1b140b0
"The Hollies__Stop, Stop, Stop.1",b__b6386668991ad99634b62cf45288d3b9
The Hollies__Bus Stop.3,2__27248f0488cf5a18f78c25f4afaa929c
"The Hollies__He Ain't Heavy, He's My Brother.3",9__9e555d2f2688c23d541802bb68e47b80
The Hollies__King Midas in Reverse,4__425acba6b51662ca305cc5e254a797d6
The Hollies__Dear Eloise.1,d__dcf1941cf7b290ea3eff9f3253c73e7a
The Hollies__Long Cool Woman (In a Black Dress).2,3__36ad97a4f4c5657a7bfc3d8950008032
The Hollies__Bus Stop.2,3__32f39fa1a10e1f3225480378afd44fd9
The Hollies__Long Cool Woman (In a Black Dress).1,1__12e2c5f685147587afb0fe5a5a44b0f6
The Hollies__Carrie Ann,1__1a0d1c9557a0a3d3336e23779dd1fd8c
The Hollies__The Air That I Breathe.2,0__0815fc4a5d7ba273b979babea42073fe
"The Hollies__Stop, Stop, Stop",4__4def36d3bf6d2cd805ff4dd5b0d42c3c
The Hollies__Blowing in the Wind,f__f730764141fde457445abfcbbbcf8ac8
The Hollies__Dear Eloise,a__aa70790b0b9fbdf2a49fe9e6cf9439c5
The Hollies__Long Cool Woman (In a Black Dress),5__5cfdd351ea9f3480831cd9e6de7d1ae3
The Hollies__The Air That I Breathe,e__eb7a0d43132e3e59d45d04a6c1d0d012
"The Hollies__He Ain't Heavy, He's My Brother",0__02f16fd99fdfbcff503e65b9dace8fa5
The Hollies__Jennifer Eccles,1__1949703821d0db96bac84c37243e09c8
The Hollies__On a Carousel,1__1abd42f2edeb2de84707976c6daebde3
"The Hollies__He Ain't Heavy, He's My Brother.2",f__f1d70316edc46c828a95d6f3f441b57c
The Hollies__Bus Stop.1,4__4e0cc2e38c739b5e200102ffd4d45278
The Hollies__On a Carousel.1,b__b63c9cad5be832bfc83a087842a6e750
The Hollies__Pay You Back With Interest,b__b1885421852771ab4abc353fb87c6c28
The Hollies__Carrie Anne,4__4a4e9e200d24281925869237c8bed8e9
Equals__Baby Come Back,0__084201cf5a6a02eedb892ffd3c1bddb6
Equals__Baby Come Back.1,f__f4fef1ee5325523fd15ee4344c09cbe5
Live__Turn My Head,4__4d536b710607531740bd975149da7f51
Live__Lightning Crashes,b__b12bebc23db3c4ca5a0f9966d3983eff
Live__All Over You,4__4e3268ea4da04799beb7693afd7a190d
Live__Lightning Crashes.1,0__09efe25f7315a7fe3da3b2b6a88b6c54
Live__I Alone,2__2892d2db288e3d4591ed85d6843e3164
Live__Rattlesnake,e__ed421aaad7ff33909652309f2aa4518a
Live__Lakini's Juice,3__3c60565bf321932a0a999078b1ee1cc7
Live__Selling the Drama,e__e091528802ea39b676d6ff3cc7bfaf46
The Beatles__Fool on the Hill.2,6__60321e3111966e925a2662418a9f50c6
The Beatles__All My Loving.4,e__eed4f76d6494f0f18e38ed9b24445655
The Beatles__Mean Mr. Mustard.1,1__16e94b542ef1f031e44a38c88aff5b2a
The Beatles__Mr. Moonlight,9__95c63ed0dc94a436c309baafd078de62
The Beatles__Long Tall Sally.1,7__7f41906a13d8100e55b6514a8b7d6306
The Beatles__I'll Get You.1,7__7efe7601c10350c08a63cb05a7e2e419
The Beatles__You Are My Sunshine,a__ade88f5eff49a11c0a2eb8e459355299
The Beatles__Every Little Thing,d__da1869190b6ce04e6ad907df2e93a7a9
The Beatles__Penny Lane.5,f__f328389b07afd7c2e60a239db09b6549
The Beatles__Something.5,5__53d843a7c1b0383c08ae696c00b83b04
The Beatles__Why,d__df6d2c89ac1dbe0f3debfdbedf9c5d69
The Beatles__Dear Santa (Oh Darlin),7__706b045b80c0ec2b80c83d045cd34627
The Beatles__Eleanor Rigby.10,e__e125ad56ea8fea70d66a951fae30880c
The Beatles__Being For The Benefit Of Mr. Kite,1__1522d43e21cbb6848d7544c3ed6f9295
The Beatles__Tell Me Why,9__9bf824d6893d1a61a45118e7751bab05
The Beatles__I Need You.2,c__c98fac39dec082d135ee5941299751a1
The Beatles__Eight Days A Week,4__439a3583901f196a9ce70844862fdc5d
The Beatles__I'll Cry Instead,a__a2a4c3701f216c3e4db2f93be7d9f992
The Beatles__Eleanor Rigby.1,6__6b974db798e433cbd3d04bc6d481ecbd
The Beatles__Lady Madonna.2,c__c87e547882c705a290e6b8986c293f49
The Beatles__Maggie Mae,e__ee097b87151eba2fd220d346ae82be6c
The Beatles__Mother Nature's Son,5__57ae386f680be81434a7e661e42346d6
The Beatles__Youve Got to Hide Your Love Away,3__32b3220d542afa9e1c741b2686dc89cf
The Beatles__It Won't Be Long,b__bb44611fef5290aba0d613d94c584f5f
The Beatles__You Never Give Me Your Money.2,9__9e221eaac7797b8c8cceb7b5d0f8cd65
The Beatles__Sgt. Pepper Inner Groove.3,b__be8824b653d72ab5978def9897efd141
The Beatles__Nowhere Man.4,3__3571c4bc31144849542a1affa02bbd62
The Beatles__Junk,4__40063fe97d038a9381d0e4b28e3fc790
The Beatles__If I Fell.4,9__93f86af1ad7fa4f123c58d3615860f1e
The Beatles__Penny Lane.1,6__607bc7c015de7d38ba72ff315df77984
The Beatles__Little Queenie,6__661b3454cc3919112a11e2d29b8c1716
The Beatles__The Night Before.3,7__77e6d4912d070bb988902fc6b52c839a
The Beatles__Wait.1,9__96215df6babf4e82ace0af5ffb49cf2e
The Beatles__Help!.2,2__2ab34fa725b9d62e42bd908c0ea44cea
The Beatles__Golden Slumbers.2,e__e29a988427d0f3e4f12046dd5b1bb9ab
The Beatles__Help!,0__0387837464b7d1d9903b4cf268770c50
The Beatles__Help!.3,7__7ad8f4a708cf60da024bd5ff14bbf7ff
The Beatles__Love to You,3__3284905a3ed05322a7010ce42fc69bff
The Beatles__The Continuing Story of Bungalow Bill.1,e__e3ef35bfba38cb8b2e1295a4e56065b9
The Beatles__Catswalk,9__90c8f40a6a61c883df6f445a0db0378a
The Beatles__Something.4,1__1bea76d8575c6e801990a8b82ea4442d
The Beatles__All My Loving.3,4__4918612bbba8419771bb733fe175a01e
The Beatles__Ballad of John and Yoko.1,e__e7e43114b88b87dafcca1cb954f4ee43
The Beatles__Old Brown Shoe.3,5__5d46a97c9067b852ae47d7b929b1699a
The Beatles__The Word,e__eeffc6a1a5cde6f2dc9135fb8fd4f927
The Beatles__All My Loving.1,0__0661123d41a8a9c419b75a3b61193720
The Beatles__Michelle.4,7__7f3256cf3b3045f51ad733a8df241fdd
The Beatles__Getting Better.2,8__83743e7f687f6a5d02d67c864ffb540f
The Beatles__The Night Before.2,5__59568d057cea5871c31a3f72c8042fb8
The Beatles__And I Love Her.2,8__89ed6fcfe94f550b5c3a92d71afeb6d2
The Beatles__One After 909,e__ef988f75ea0f429a6a6b3b2a949a6026
The Beatles__Getting Better,5__5db11c75b47072138ad050cf6b06d201
The Beatles__I'll Be Back.2,6__6bf320a2b05ee01e3e6750e1b27e6140
The Beatles__Penny Lane.6,8__801b67715ae4115dcb7bfa9a855ecbbf
The Beatles__Honey Don't,4__43b884fc53a52b8bcb8d0e397e3b2152
The Beatles__Penny Lane.2,8__861f300e35d433a25345cd17e9218331
The Beatles__Eleanor Rigby.6,0__0f3417e69d7e440d84eec92fddd42dfd
The Beatles__Kansas City (Lieber-Stoller).1,e__ee5bf078214cc68996cecc6f010d0507
The Beatles__Dear Prudence.1,f__f80117e4274bcec1b1e5e5fd8dab13b6
The Beatles__Happiness Is a Warm Gun.2,1__111a16a3b0b3a6dc302e7c393ec1c664
